Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.61
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.175
Eritrea,ERI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,587.9966245182
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,19685033799.4182
Estonia,EST,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.6
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.1
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.094
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,11363.2205670544
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,4438778553.63533
Eswatini,SWZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.2
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.04
Eswatini,SWZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.48
Eswatini,SWZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3399.71251545098
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,29933790334.3418
Ethiopia,ETH,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2.5
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.75
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.319
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,259.077562479447
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2320424601.26954
Faroe Islands,FRO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.2
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.926
Faroe Islands,FRO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,3140508835.9485
Fiji,FJI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.4
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,20
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.171
Fiji,FJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3221.78143726223
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,249181190476.369
Finland,FIN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.7
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,86.89
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.77
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,37972.2581888908
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2642609548930.36
France,FRA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.7
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.28
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.369
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,34311.5177305945
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,..
French Polynesia,PYF,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,13.8
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,49
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.317
French Polynesia,PYF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,14358584300.3006
Gabon,GAB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,13
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.533
Gabon,GAB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4586.30319837672
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1543292392.54605
"Gambia, The",GMB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.3
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,9.2
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.662
"Gambia, The",GMB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,382.64644936854
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,12243505582.6741
Georgia,GEO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.5
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.9
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.535
Georgia,GEO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2629.7491650307
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3396354075663.73
Germany,DEU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,8.9
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,82
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.966
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,35069.509689564
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,32174772955.9748
Ghana,GHA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.3
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.8
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.713
Ghana,GHA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,979.157375117576
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..
Gibraltar,GIB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,65
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Gibraltar,GIB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,299361576558.217
Greece,GRC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,44.4
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.292
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,21801.2777099655
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2503156060.52524
Greenland,GRL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,63
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.383
Greenland,GRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,771013259.259259
Grenada,GRD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.5
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,27
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.865
Grenada,GRD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,4895000000
Guam,GUM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.7
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.04
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.099
Guam,GUM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,41338008612.7727
Guatemala,GTM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,8.6
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.5
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.403
Guatemala,GTM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2371.2792289208
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,6853467857.61127
Guinea,GIN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.3
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.678
Guinea,GIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,482.933104295124
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,849050127.504407
Guinea-Bissau,GNB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.9
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.45
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.111
Guinea-Bissau,GNB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,468.563565784355
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2273225041.96217
Guyana,GUY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.5
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,29.9
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.634
Guyana,GUY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2660.47700507396
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,6622541528.56888
Haiti,HTI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.2
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,8.37
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.509
Haiti,HTI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,628.6312063041
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,15839344591.9842
Honduras,HND,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.1
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.09
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.885
Honduras,HND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1670.71286799634
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,228637697575.04
"Hong Kong SAR, China",HKG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,8.5
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,72
"Hong Kong SAR, China",HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
"Hong Kong SAR, China",HKG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,131135561228.374
Hungary,HUN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.4
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,65
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.911
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,10096.5424377665
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,13683689802.2771
Iceland,ISL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,1.6
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.39
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.574
Iceland,ISL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1675615335600.56
India,IND,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.8
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.5
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.93
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1172.80456673438
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,755094160363.071
Indonesia,IDN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.8
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.92
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.914
Indonesia,IDN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2325.62981074064
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,487069570463.768
"Iran, Islamic Rep.",IRN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,8
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.9
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.626
"Iran, Islamic Rep.",IRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5355.08543284137
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,138516722649.573
Iraq,IRQ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10.2
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.5
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.103
Iraq,IRQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3721.64531126425
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,222148757313.006
Ireland,IRL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.2
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.85
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.542
Ireland,IRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,33811.358785593
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,5920177688.50433
Isle of Man,IMN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Isle of Man,IMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.994
Isle of Man,IMN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,233995676194.679
Israel,ISR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.5
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.5
Israel,ISR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.826
Israel,ISR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,25867.4726993398
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2134017843247.16
Italy,ITA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.9
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.68
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.327
Italy,ITA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,29459.5332956227
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,13220556882.7046
Jamaica,JAM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10.6
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.67
Jamaica,JAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.743
Jamaica,JAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4134.57238524099
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,5700098114744.41
Japan,JPN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.21
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.812
Japan,JPN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,35086.7823011901
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,26795901408.4507
Jordan,JOR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10.1
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.2
Jordan,JOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.088
Jordan,JOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3288.6613778709
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,148047348240.643
Kazakhstan,KAZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.8
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.6
Kazakhstan,KAZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.827
Kazakhstan,KAZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5717.93157795322
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,40000088346.8041
Kenya,KEN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.5
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.2
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.571
Kenya,KEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,798.055251339529
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,156120895.248578
Kiribati,KIR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.6
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,9.07
Kiribati,KIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.39
Kiribati,KIR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2077.41911444055
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,..
"Korea, Dem. People’s Rep.",PRK,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.3
"Korea, Dem. People’s Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0
"Korea, Dem. People’s Rep.",PRK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.377
"Korea, Dem. People’s Rep.",PRK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1094499338702.72
"Korea, Rep.",KOR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.9
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.7
"Korea, Rep.",KOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.936
"Korea, Rep.",KOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,18160.9660511944
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,5830415894.03973
Kosovo,XKX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Kosovo,XKX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,..
Kosovo,XKX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,115419050942.08
Kuwait,KWT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,14.6
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,61.4
Kuwait,KWT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Kuwait,KWT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,34443.6354974
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,4794357795.07139
Kyrgyz Republic,KGZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.2
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.3
Kyrgyz Republic,KGZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.306
Kyrgyz Republic,KGZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,664.680669338026
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,7127792629.58294
Lao PDR,LAO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.6
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,7
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.064
Lao PDR,LAO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,780.077838667899
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,23796118300.8371
Latvia,LVA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.6
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.42
Latvia,LVA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.841
Latvia,LVA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8601.76448341574
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,38419626533.9967
Lebanon,LBN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.8
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,43.68
Lebanon,LBN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.334
Lebanon,LBN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6439.66535754456
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2394600945.38102
Lesotho,LSO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.9
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.86
Lesotho,LSO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.798
Lesotho,LSO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1313.28204588977
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1998000000
Liberia,LBR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.7
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.3
Liberia,LBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.813
Liberia,LBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,325.945546559107
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,74773444900.5368
Libya,LBY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,14
Libya,LBY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.052
Libya,LBY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8716.15193162511
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,5082366478.08994
Liechtenstein,LIE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,8.9
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,80
Liechtenstein,LIE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.464
Liechtenstein,LIE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,37024718364.5516
Lithuania,LTU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.6
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,62.12
Lithuania,LTU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.757
Lithuania,LTU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,53212476812.2957
Luxembourg,LUX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.3
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.62
Luxembourg,LUX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.547
Luxembourg,LUX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,63004.2553697268
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,28123640998.7253
"Macao SAR, China",MAC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,8.5
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.198
"Macao SAR, China",MAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
"Macao SAR, China",MAC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,9982711338.11813
Madagascar,MDG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.2
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.7
Madagascar,MDG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.938
Madagascar,MDG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,381.799008898431
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,6959655570.89098
Malawi,MWI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2.3
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.26
Malawi,MWI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.544
Malawi,MWI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,357.975906596529
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,255016609232.871
Malaysia,MYS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,11.6
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.3
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.912
Malaysia,MYS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6804.80026121859
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2588176054.6875
Maldives,MDV,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.4
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.53
Maldives,MDV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.434
Maldives,MDV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5396.34859786941
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,10678749467.4697
Mali,MLI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.2
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2
Mali,MLI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.999
Mali,MLI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,557.164416063932
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,8749171417.20801
